ID,Public Name,ERR,ERS,GPSC,GPSC__colour,GPSC_status__autocolour,CC__autocolour,In_Silico_ST__autocolour,MLST_profile_aroE_gdh_gki_recP_spi_xpt_ddl,In_Silico_Serotype,In_Silico_Serotype__colour,Pili,Pili__colour,pbp1a,pbp2b,pbp2x,AMO_MIC,AMO_Res,CFT_MIC,CFT_Res.Meningital.,CFT_Res.Non.meningital.,TAX_MIC,TAX_Res.Meningital.,TAX_Res.Non.meningital.,CFX_MIC,CFX_Res,MER_MIC,MER_Res,PEN_MIC,PEN_Res.Meningital.,PEN_Res.Non.meningital.,CHL_MIC,CHL_Res,CHL_Determinant,CLI_MIC,CLI_Res,CLI_Determinant,COT_MIC,COT_Res,COT_Determinant,DOX_MIC,DOX_Res,DOX_Determinant,ERY_MIC,ERY_Res,ERY_Determinant,ERY_CLI_Res,ERY_CLI_Determinant,FQ_Res,FQ_Determinant,KAN_Res,KAN_Determinant,LFX_MIC,LFX_Res,LFX_Determinant,RIF_MIC,RIF_Res,RIF_Determinant,SMX_Res,SMX_Determinant,TET_MIC,TET_Res,TET_Determinant,TMP_Res,TMP_Determinant,VAN_MIC,VAN_Res,VAN_Determinant,PILI1,PILI1_Determinant,PILI2,PILI2_Determinant,PEN-CHL-ERY-COT-TET,No_of_non_susceptible,MDR,MDR__colour,AMO_Res__colour,CFT_Res.Meningital.__colour,CFT_Res.Non.meningital.__colour,TAX_Res.Meningital.__colour,TAX_Res.Non.meningital.__colour,CFX_Res__colour,MER_Res__colour,PEN_Res.Meningital.__colour,PEN_Res.Non.meningital.__colour,CHL_Res__colour,CLI_Res__colour,COT_Res__colour,DOX_Res__colour,ERY_Res__colour,ERY_CLI_Res__colour,FQ_Res__colour,KAN_Res__colour,LFX_Res__colour,RIF_Res__colour,SMX_Res__colour,TET_Res__colour,TMP_Res__colour,VAN_Res__colour
24820_2#266,GPS_AR_3208,ERR2667647,ERS2552511,6,#57a627,Dominant,CC156,156,7-11-10-1-6-8-1,14,#0156b8,1,#ffcf1a,45,12,63,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#f797b1,#0069ec,#f797b1,#0069ec,#ff2722,#f797b1,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24820_2#267,GPS_AR_3209,ERR2667648,ERS2552512,23,#df7ddc,Dominant,Singleton,14563,5-5-1-5-6-99-154,6E(6B),#3c9f00,1,#ffcf1a,26,NEW,NEW,0.5,S,1,I,S,0.25,S,S,2,R,0.12,S,0.5,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_6_28042_2_176 Variant I100L; folP_AE007317 INS at 199,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 199,<= 1,S,_,R,folA_6_28042_2_176 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#f797b1,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24820_2#269,GPS_AR_3211,ERR2667650,ERS2552514,6,#57a627,Dominant,CC156,156,7-11-10-1-6-8-1,14,#0156b8,1,#ffcf1a,45,12,63,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#f797b1,#0069ec,#f797b1,#0069ec,#ff2722,#f797b1,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24820_2#271,GPS_AR_3214,ERR2667652,ERS2552516,8,#8ea91e,Dominant,CC289,289,16-12-9-1-41-33-33,5,#0cc44f,neg,#4dbc6b,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,2,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-I-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec
24820_2#313,GPS_AR_14100,ERR2667694,ERS2552558,4,#0094df,Dominant,CC199,199,8-13-14-4-17-4-14,19A,#43bbff,neg,#4dbc6b,1,0,187,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#315,GPS_AR_14112,ERR2667696,ERS2552560,12,#8cc14b,Dominant,CC180,180,7-15-2-10-6-1-22,3,#7bcd36,neg,#4dbc6b,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,>= 1,R,tetM_12_FR671418,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,>= 4,R,tetM_12_FR671418,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-R,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec
24820_2#317,GPS_AR_14121,ERR2667698,ERS2552562,47,#b4b270,Dominant,CC315,315,20-28-1-1-15-14-14,6E(6B),#3c9f00,neg,#4dbc6b,2,53,77,0.12,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,2,I,folP_AE007317 MULTIPLE at 178-180,>= 1,R,tetM_12_FR671418,>= 1,R,ermB_16_X82819; ermBups_HG799494,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,>= 4,R,tetM_12_FR671418,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-R-I-R,4,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#ff2722,#f797b1,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#0069ec,#0069ec
24820_2#318,GPS_AR_14126,ERR2667699,ERS2552563,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#326,GPS_AR_14172,ERR2667707,ERS2552571,716,#c96adf,Not observed in previous study (Gladstone et al under revision),Singleton,14486,7-10-19-16-14-3-1,19AF,#a5b4ff,neg,#4dbc6b,0,4,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_AE007317 Variant I100L; folP_AE007317 MULTIPLE at 178-180,>= 1,R,tetM_4_X75073,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,>= 4,R,tetM_4_X75073,R,folA_AE007317 Variant I100L,<= 1,S,_,NEG,_,NEG,_,S-S-S-R-R,2,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec
24820_2#327,GPS_AR_14197,ERR2667708,ERS2552572,31,#e18e31,Dominant,CC306,8415,12-8-13-5-16-95-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#328,GPS_AR_14202,ERR2667709,ERS2552573,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#329,GPS_AR_14209,ERR2667710,ERS2552574,8,#8ea91e,Dominant,CC289,289,16-12-9-1-41-33-33,5,#0cc44f,neg,#4dbc6b,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,2,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-I-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec
24820_2#330,GPS_AR_14210,ERR2667711,ERS2552575,43,#31957f,Dominant,CC2987,2240,15-17-4-1-6-1-17,9V,#01d7a7,neg,#4dbc6b,1,4,23,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#331,GPS_AR_14227,ERR2667712,ERS2552576,15,#bd2c9b,Dominant,CC191,191,8-9-2-1-6-1-17,7F,#c753d8,2,#ff9766,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#332,GPS_AR_14238,ERR2667713,ERS2552577,10,#dbb532,Dominant,CC230,230,12-19-2-17-6-22-14,serogroup 24,#019752,neg,#4dbc6b,17,15,22,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,0.12,S,0.5,R,S,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,2,I,folP_AE007317 TRUNC at 181,>= 1,R,tetM_MH283017,>= 1,R,ermB_16_X82819; ermBups_HG799494,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 TRUNC at 181,>= 4,R,tetM_MH283017,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-R-S-R,3,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#ff2722,#f797b1,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#0069ec,#0069ec
24820_2#333,GPS_AR_14239,ERR2667714,ERS2552578,5,#9c34b3,Dominant,CC172,1131,7-13-4-6-25-6-8,19A,#43bbff,neg,#4dbc6b,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-S-S-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#334,GPS_AR_14240,ERR2667715,ERS2552579,113,#566621,Intermediate,CC775,775,1-5-5-5-6-1-5,23F,#ffa2e0,neg,#4dbc6b,0,NEW,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#335,GPS_AR_14247,ERR2667716,ERS2552580,37,#da3a83,Dominant,CC751,14567,7-47-29-23-6-1-80,6E(6B),#3c9f00,neg,#4dbc6b,2,211,515,0.06,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_AE007317 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_AE007317 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24820_2#336,GPS_AR_14283,ERR2667717,ERS2552581,714,#58a629,Not observed in previous study (Gladstone et al under revision),Singleton,4062,7-8-9-15-31-1-31,19A,#43bbff,neg,#4dbc6b,0,4,NEW,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#337,GPS_AR_14287,ERR2667718,ERS2552582,6,#57a627,Dominant,CC156,156,7-11-10-1-6-8-1,9V,#01d7a7,1,#ffcf1a,15,12,18,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#f797b1,#0069ec,#f797b1,#0069ec,#ff2722,#f797b1,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24820_2#338,GPS_AR_14297,ERR2667719,ERS2552583,9,#4c71e1,Dominant,CC63,782,2-5-36-12-17-21-5,14,#0156b8,neg,#4dbc6b,24,53,77,0.25,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_7_28790_1_77 Variant I100L; folP_AE007317 INS at 175,>= 1,R,tetM_12_FR671418,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,>= 4,R,tetM_12_FR671418,R,folA_7_28790_1_77 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-R-R-R,4,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec
24820_2#339,GPS_AR_14303,ERR2667720,ERS2552584,44,#b33321,Intermediate,CC177,179,7-14-40-12-1-1-14,19F,#a5b4ff,1,#ffcf1a,23,0,139,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,>= 1,R,ermB_10_U86375; ermBups_HG799494,<= 0.5,S,_,>= 1,R,tetM_2_X90939,>= 1,R,ermB_10_U86375; ermBups_HG799494,R,ermB_10_U86375; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,>= 4,R,tetM_2_X90939,S,_,<= 1,S,_,POS,rrgA_EF560637,NEG,_,S-S-R-S-R,2,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec
24820_2#340,GPS_AR_14304,ERR2667721,ERS2552585,96,#da3a60,Intermediate,CC74,3744,2-13-4-1-6-6-145,2,#c36bf5,neg,#4dbc6b,50,2,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#341,GPS_AR_14308,ERR2667722,ERS2552586,5,#9c34b3,Dominant,CC172,1131,7-13-4-6-25-6-8,19A,#43bbff,neg,#4dbc6b,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-S-S-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#342,GPS_AR_14312,ERR2667723,ERS2552587,70,#01b1ff,Intermediate,Singleton,259,24-5-35-1-15-12-43,4,#9020aa,1,#ffcf1a,2,44,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,POS,rrgA_EF560637,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#343,GPS_AR_14313,ERR2667724,ERS2552588,5,#9c34b3,Dominant,CC172,1131,7-13-4-6-25-6-8,19A,#43bbff,neg,#4dbc6b,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-S-S-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#344,GPS_AR_14316,ERR2667725,ERS2552589,13,#bc5fd1,Dominant,CC473,473,7-25-4-4-15-20-28,6A,#bd009a,neg,#4dbc6b,36,34,44,0.25,S,<= 0.5,S,S,0.25,S,S,1,I,<= 0.06,S,0.5,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-R-S-S,2,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24820_2#345,GPS_AR_14317,ERR2667726,ERS2552590,8,#8ea91e,Dominant,CC289,289,16-12-9-1-41-33-33,5,#0cc44f,neg,#4dbc6b,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,2,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-I-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec
